x;y
0.515856;0.424323
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.443547;0.322071
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.388054;0.250546
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.351561;0.208047
0.000000;0.000000
0.133741;0.090683
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.340187;0.195632
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.259387;0.135324
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.341864;0.197436
0.000000;0.000000
0.344018;0.199767
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.487647;0.383544
0.000000;0.000000
0.448765;0.329161
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.578318;0.516348
0.000000;0.000000
0.244414;0.128649
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.601065;0.549742
0.000000;0.000000
0.174504;0.102249
0.000000;0.000000
0.436157;0.312126
0.000000;0.000000
0.000000;0.000000
0.588341;0.531101
0.548634;0.472507
0.334852;0.189950
0.000000;0.000000
0.221874;0.119264
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.156116;0.096671
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.400279;0.265636
0.000000;0.000000
0.000000;0.000000
0.593583;0.538794
0.526926;0.440530
0.276104;0.143181
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.164425;0.099119
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.476039;0.367049
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.399375;0.264507
0.000000;0.000000
0.000000;0.000000
0.428756;0.302285
0.591676;0.535998
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.197246;0.109949
0.000000;0.000000
0.000000;0.000000
