x;y
0.473276;0.389299
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.393213;0.288891
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.329346;0.245287
0.000000;0.000000
0.585087;0.544734
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.285443;0.218836
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.271311;0.210990
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.158632;0.161296
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.273411;0.212135
0.000000;0.000000
0.276100;0.213611
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.442360;0.347925
0.000000;0.000000
0.399090;0.293179
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.540679;0.482742
0.000000;0.000000
0.132745;0.153339
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.564944;0.516705
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.384858;0.282869
0.000000;0.000000
0.000000;0.000000
0.551388;0.497743
0.508804;0.438204
0.264591;0.207378
0.000000;0.000000
0.084327;0.142153
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.343665;0.254560
0.000000;0.000000
0.000000;0.000000
0.556977;0.505567
0.485318;0.405744
0.184705;0.170661
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.429529;0.331188
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.342612;0.253868
0.000000;0.000000
0.000000;0.000000
0.376450;0.276902
0.554944;0.502722
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.104917;0.146314
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.283207;0.217572
0.000000;0.000000
0.419743;0.318621
0.454605;0.364149
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.535855;0.475984
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.425603;0.326126
0.577868;0.534717
0.000000;0.000000
0.000000;0.000000
0.372815;0.274352
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.190368;0.172870
0.000000;0.000000
0.115935;0.148904
0.000000;0.000000
0.000000;0.000000
0.401863;0.296150
0.309888;0.233187
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.250845;0.200234
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.524675;0.460339
0.000000;0.000000
0.452916;0.361897
0.591914;0.554172
0.554768;0.502475
0.520875;0.455030
0.207281;0.179836
0.000000;0.000000
0.462131;0.374230
0.215809;0.183554
0.000000;0.000000
0.512645;0.443550
0.000000;0.000000
0.220789;0.185788
0.000000;0.000000
0.000000;0.000000
0.453320;0.362435
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.581636;0.539949
0.380850;0.280013
0.540123;0.481963
0.000000;0.000000
0.515977;0.448194
0.521126;0.455380
0.000000;0.000000
0.421621;0.321019
0.064021;0.138925
0.000000;0.000000
0.092837;0.143765
0.000000;0.000000
0.000000;0.000000
0.552459;0.499243
0.387834;0.285004
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.427501;0.328570
0.000000;0.000000
0.486712;0.407658
0.482321;0.401637
0.000000;0.000000
0.337570;0.250576
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.441059;0.346214
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.543122;0.486165
0.501319;0.427814
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.377069;0.277338
0.595425;0.559009
0.457105;0.367489
0.000000;0.000000
0.138336;0.154943
0.000000;0.000000
0.000000;0.000000
0.316557;0.237268
0.000000;0.000000
0.565553;0.517556
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.440231;0.345128
0.520272;0.454187
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.377955;0.277964
0.281565;0.216650
0.000000;0.000000
0.410146;0.306480
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.349604;0.258495
0.000000;0.000000
0.256622;0.203196
0.000000;0.000000
0.497102;0.421976
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.199162;0.176424
0.000000;0.000000
0.474298;0.390688
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.234793;0.192315
0.587080;0.547493
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.417197;0.315382
0.219942;0.185405
0.000000;0.000000
0.448263;0.355717
0.000000;0.000000
0.299376;0.226897
0.000000;0.000000
0.000000;0.000000
0.078700;0.141171
0.580199;0.537955
0.000000;0.000000
0.000000;0.000000
0.528578;0.465798
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.361271;0.266371
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.431500;0.333740
0.000000;0.000000
0.000000;0.000000
0.253575;0.201627
0.000000;0.000000
0.000000;0.000000
0.516724;0.449235
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.378957;0.278672
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.505872;0.434129
0.554405;0.501968
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.339335;0.251724
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.498572;0.424010
0.000000;0.000000
0.000000;0.000000
0.546777;0.491285
0.562755;0.513647
0.422301;0.321889
0.460000;0.371368
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.472437;0.388159
0.000000;0.000000
0.000000;0.000000
0.588421;0.549347
0.000000;0.000000
0.358153;0.264247
0.239109;0.194399
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.407918;0.303687
0.000000;0.000000
0.557043;0.505659
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.367351;0.270552
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.432668;0.335256
0.000000;0.000000
0.223406;0.186981
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.366715;0.270112
0.000000;0.000000
0.000000;0.000000
0.387937;0.285078
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.344559;0.255149
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.155194;0.160161
0.520055;0.453884
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.415188;0.312836
0.000000;0.000000
0.517048;0.449687
0.000000;0.000000
0.392731;0.288541
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.449014;0.356712
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.481428;0.400414
0.408619;0.304565
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.405830;0.301079
0.342145;0.253561
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.417867;0.316234
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.456254;0.366350
0.438901;0.343385
0.000000;0.000000
0.501839;0.428533
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.490437;0.412780
0.154707;0.160002
0.000000;0.000000
0.000000;0.000000
0.196055;0.175152
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.462429;0.374631
0.000000;0.000000
0.265967;0.208112
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.486412;0.407245
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.330369;0.245939
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.428794;0.330237
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.271679;0.211190
0.267256;0.208801
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.375724;0.276392
0.438921;0.343411
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.352177;0.260215
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.372324;0.274008
0.559068;0.508493
0.000000;0.000000
0.529311;0.466824
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.333105;0.247692
0.000000;0.000000
0.000000;0.000000
0.334179;0.248383
0.000000;0.000000
0.525612;0.461649
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.492780;0.416008
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.359204;0.264961
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.312145;0.234560
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.218096;0.184575
0.000000;0.000000
0.000000;0.000000
0.568672;0.521910
0.000000;0.000000
0.322872;0.241196
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.489805;0.411911
0.589913;0.551409
0.129886;0.152544
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.376474;0.276919
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.209953;0.180987
0.538090;0.479116
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.346192;0.256228
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.239056;0.194373
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.452479;0.361315
0.000000;0.000000
0.000000;0.000000
0.377052;0.277326
0.000000;0.000000
0.517500;0.450318
0.317900;0.238098
0.357185;0.263590
0.000000;0.000000
