x;y
0.551961;0.227011
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.434902;0.140396
0.650382;0.302763
0.000000;0.000000
0.402677;0.119148
0.237571;0.038591
0.000000;0.000000
0.000000;0.000000
0.768108;0.382255
0.000000;0.000000
0.392786;0.112940
0.000000;0.000000
0.000000;0.000000
0.325323;0.075060
0.000000;0.000000
0.394239;0.113842
0.396108;0.115008
0.790888;0.395060
0.705057;0.342047
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.781904;0.390131
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.620241;0.279949
0.388174;0.110099
0.296280;0.061343
0.000000;0.000000
0.000000;0.000000
0.679603;0.324168
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.625215;0.283753
0.338802;0.081971
0.000000;0.000000
0.256103;0.045057
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.471577;0.166238
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.302784;0.064274
0.000000;0.000000
0.401094;0.118145
0.506808;0.192356
0.755361;0.374663
0.695905;0.335712
0.126262;0.019084
0.000000;0.000000
0.699878;0.338476
0.511673;0.196039
0.000000;0.000000
0.468681;0.164142
0.000000;0.000000
0.341922;0.083619
0.306776;0.066113
0.000000;0.000000
0.420359;0.130622
0.000000;0.000000
0.773057;0.385122
0.378938;0.104514
0.000000;0.000000
0.773402;0.385321
0.000000;0.000000
0.656531;0.307334
0.593281;0.259141
0.000000;0.000000
0.356713;0.091675
0.586068;0.253538
0.359748;0.093377
0.000000;0.000000
0.771858;0.384432
0.000000;0.000000
0.000000;0.000000
0.176417;0.024377
0.647280;0.300444
0.610249;0.272269
0.588985;0.255805
0.000000;0.000000
0.291152;0.059090
0.298813;0.062475
0.000000;0.000000
0.480714;0.172906
0.000000;0.000000
0.000000;0.000000
0.085612;0.016046
0.513252;0.197238
0.563524;0.235997
0.000000;0.000000
0.670984;0.317943
0.000000;0.000000
0.813702;0.406837
0.000000;0.000000
0.576187;0.245852
0.282479;0.055396
0.000000;0.000000
0.659698;0.309676
0.000000;0.000000
0.000000;0.000000
0.425299;0.133909
0.632867;0.289579
0.000000;0.000000
0.523903;0.205362
0.719426;0.351762
0.094632;0.016621
0.472780;0.167111
0.214048;0.031308
0.000000;0.000000
0.000000;0.000000
0.698401;0.337450
0.704017;0.341332
0.739288;0.364681
0.000000;0.000000
0.728857;0.357973
0.711826;0.346660
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.368508;0.098382
0.000000;0.000000
0.000000;0.000000
0.359229;0.093085
0.530670;0.210555
0.412670;0.125576
0.000000;0.000000
0.645989;0.299477
0.715106;0.348871
0.740881;0.365689
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.268564;0.049774
0.750931;0.371956
0.691206;0.332417
0.380751;0.105599
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.199638;0.027385
0.580152;0.248938
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.442514;0.145626
0.000000;0.000000
0.000000;0.000000
0.573799;0.243993
0.000000;0.000000
0.630368;0.287680
0.540621;0.218227
0.000000;0.000000
0.551242;0.226453
0.000000;0.000000
0.805112;0.402530
0.371273;0.099989
0.228404;0.035632
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.714988;0.348793
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.463843;0.160660
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.746533;0.369235
0.758335;0.376461
0.668144;0.315874
0.323660;0.074231
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.777875;0.387869
0.177720;0.024537
0.531305;0.211043
0.816682;0.408294
0.000000;0.000000
0.497635;0.185456
0.000000;0.000000
0.495347;0.183745
0.000000;0.000000
0.000000;0.000000
0.505256;0.191184
0.000000;0.000000
0.157937;0.022233
0.537437;0.215768
0.000000;0.000000
0.815978;0.407952
0.000000;0.000000
0.566744;0.238503
0.240458;0.039556
0.345120;0.085327
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.270615;0.050579
0.812789;0.406387
0.000000;0.000000
0.158008;0.022240
0.563265;0.235795
0.804310;0.402120
0.000000;0.000000
0.000000;0.000000
0.708886;0.344664
0.804340;0.402135
0.679043;0.323766
0.068082;0.015090
0.267484;0.049354
0.000000;0.000000
0.000000;0.000000
0.753563;0.373568
0.389995;0.111217
0.000000;0.000000
0.470998;0.165818
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.452437;0.152553
0.000000;0.000000
0.000000;0.000000
0.627079;0.285176
0.600700;0.264893
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.438573;0.142909
0.597443;0.262369
0.000000;0.000000
0.568773;0.240081
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.735836;0.362480
0.422025;0.131727
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.635656;0.291693
0.430020;0.137083
0.808002;0.403997
0.794997;0.397261
0.146885;0.021058
0.566198;0.238077
0.312316;0.068716
0.276473;0.052924
0.000000;0.000000
0.000000;0.000000
0.733000;0.360658
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.608451;0.270882
0.000000;0.000000
0.000000;0.000000
0.151048;0.021491
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.534236;0.213300
0.245428;0.041253
0.704318;0.341540
0.426299;0.134579
0.757033;0.375676
0.815357;0.407649
0.438775;0.143048
0.678109;0.323095
0.000000;0.000000
0.690735;0.332086
0.638847;0.294105
0.000000;0.000000
0.791664;0.395478
0.000000;0.000000
0.488773;0.178853
0.000000;0.000000
0.654692;0.305971
0.516308;0.199562
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.595703;0.261020
0.538927;0.216919
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.816525;0.408218
0.649320;0.301970
0.000000;0.000000
0.714082;0.348183
0.075782;0.015483
0.000000;0.000000
0.000000;0.000000
0.326244;0.075521
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.598856;0.263464
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.600216;0.264518
0.783243;0.390876
0.779065;0.388540
0.000000;0.000000
0.000000;0.000000
0.282671;0.055477
0.688797;0.330718
0.000000;0.000000
0.571929;0.242537
0.306269;0.065878
0.566601;0.238391
0.573887;0.244061
0.536363;0.214940
0.000000;0.000000
0.672738;0.319216
0.661863;0.311271
0.000000;0.000000
0.651531;0.303619
0.571471;0.242181
0.000000;0.000000
0.712341;0.347008
0.000000;0.000000
0.281059;0.054805
0.220928;0.033333
0.167501;0.023314
0.217881;0.032426
0.000000;0.000000
0.553506;0.228211
0.000000;0.000000
0.000000;0.000000
0.649262;0.301927
0.638822;0.294086
0.593660;0.259435
0.530107;0.210123
0.000000;0.000000
0.669198;0.316643
0.620476;0.280129
0.000000;0.000000
0.574751;0.244734
0.000000;0.000000
0.000000;0.000000
0.501483;0.188343
0.000000;0.000000
0.327053;0.075928
0.000000;0.000000
0.528620;0.208979
0.000000;0.000000
0.702776;0.340478
0.000000;0.000000
0.237541;0.038581
0.000000;0.000000
0.000000;0.000000
0.340393;0.082809
0.000000;0.000000
0.753961;0.373811
0.610117;0.272167
0.000000;0.000000
0.000000;0.000000
0.371097;0.099886
0.000000;0.000000
0.000000;0.000000
0.750018;0.371394
0.635788;0.291793
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.284054;0.056056
0.000000;0.000000
0.000000;0.000000
0.457363;0.156036
0.000000;0.000000
0.000000;0.000000
0.391307;0.112025
0.797736;0.398709
0.151343;0.021522
0.000000;0.000000
0.000000;0.000000
0.155897;0.022010
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.453383;0.153220
0.000000;0.000000
0.665948;0.314270
0.347790;0.086768
0.000000;0.000000
0.000000;0.000000
0.256147;0.045073
0.213672;0.031200
0.000000;0.000000
0.000000;0.000000
0.474120;0.168085
0.687330;0.329679
0.000000;0.000000
0.000000;0.000000
0.664857;0.313470
0.812476;0.406232
0.000000;0.000000
0.215842;0.031828
0.418781;0.129579
0.337317;0.081193
0.000000;0.000000
0.582477;0.250746
0.000000;0.000000
0.536966;0.215405
0.000000;0.000000
0.000000;0.000000
0.427587;0.135443
0.000000;0.000000
0.000000;0.000000
0.682963;0.326573
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.387007;0.109386
0.000000;0.000000
0.000000;0.000000
0.653058;0.304756
0.720823;0.352690
0.000000;0.000000
0.761078;0.378105
0.000000;0.000000
0.710952;0.346068
0.644456;0.298328
0.000000;0.000000
0.000000;0.000000
0.160882;0.022559
0.725451;0.355745
0.489860;0.179659
0.000000;0.000000
0.729387;0.358318
0.000000;0.000000
0.708864;0.344649
0.674783;0.320697
0.689174;0.330984
0.000000;0.000000
0.196096;0.026904
0.238024;0.038741
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.216230;0.031941
0.561990;0.234804
0.655086;0.306263
0.501750;0.188544
0.571736;0.242388
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.235830;0.038017
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.687186;0.329577
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.640849;0.295615
0.000000;0.000000
0.348646;0.087232
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.072590;0.015315
0.415808;0.127624
0.554832;0.229240
0.000000;0.000000
0.000000;0.000000
0.330669;0.077760
0.531791;0.211418
0.704607;0.341738
0.000000;0.000000
0.000000;0.000000
0.375212;0.102302
0.696425;0.336075
0.571063;0.241864
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.590699;0.257137
0.000000;0.000000
0.000000;0.000000
0.513464;0.197399
0.000000;0.000000
0.000000;0.000000
0.265494;0.048584
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.689540;0.331243
0.259022;0.046136
0.450315;0.151062
0.410411;0.124109
0.801727;0.400790
0.000000;0.000000
0.354877;0.090654
0.225582;0.034752
0.762376;0.378878
0.593051;0.258963
0.081453;0.015800
0.756556;0.375387
0.557160;0.231049
0.000000;0.000000
0.311461;0.068311
0.168086;0.023383
0.000000;0.000000
0.647082;0.300296
0.000000;0.000000
0.000000;0.000000
0.239918;0.039374
0.665230;0.313743
0.235155;0.037796
0.000000;0.000000
0.000000;0.000000
0.566926;0.238644
0.000000;0.000000
0.730214;0.358856
0.000000;0.000000
0.000000;0.000000
0.581142;0.249708
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.654782;0.306037
0.519234;0.201793
0.441410;0.144863
0.000000;0.000000
0.709818;0.345298
0.702465;0.340264
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.570110;0.241122
0.000000;0.000000
0.358462;0.092655
0.000000;0.000000
0.000000;0.000000
0.118004;0.018375
0.000000;0.000000
0.213989;0.031291
0.442738;0.145781
0.253306;0.044040
0.444541;0.147031
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.800654;0.400234
0.808119;0.404056
0.000000;0.000000
0.000000;0.000000
0.554656;0.229103
0.000000;0.000000
0.000000;0.000000
0.580629;0.249309
0.475560;0.169134
0.000000;0.000000
0.803901;0.401911
0.000000;0.000000
